exams,probability,instance_seed,solver_seed,solver,slots,time,max_time
2,0.4,2,3,code1,1,0.000005,60
2,0.4,2,3,code2,1,0.000005,60
2,0.4,3,0,code1,2,0.000002,60
2,0.4,3,0,code2,2,0.000009,60
2,0.4,3,1,code1,2,0.000002,60
2,0.4,3,1,code2,2,0.000006,60
2,0.4,3,2,code1,2,0.000001,60
2,0.4,3,2,code2,2,0.000005,60
2,0.4,3,3,code1,2,0.000001,60
2,0.4,3,3,code2,2,0.000005,60
2,0.6,0,0,code1,1,0.000005,60
2,0.6,0,0,code2,1,0.000005,60
2,0.6,0,1,code1,1,0.000005,60
2,0.6,0,1,code2,1,0.000006,60
2,0.6,0,2,code1,1,0.000005,60
2,0.6,0,2,code2,1,0.000005,60
2,0.6,0,3,code1,1,0.000006,60
2,0.6,0,3,code2,1,0.000006,60
2,0.6,1,0,code1,2,0.000001,60
2,0.6,1,0,code2,2,0.000006,60
2,0.6,1,1,code1,2,0.000003,60
2,0.6,1,1,code2,2,0.000011,60
2,0.6,1,2,code1,2,0.000002,60
2,0.6,1,2,code2,2,0.000007,60
2,0.6,1,3,code1,2,0.000002,60
2,0.6,1,3,code2,2,0.000010,60
2,0.6,2,0,code1,1,0.000006,60
2,0.6,2,0,code2,1,0.000007,60
2,0.6,2,1,code1,1,0.000005,60
2,0.6,2,1,code2,1,0.000007,60
2,0.6,2,2,code1,1,0.000004,60
2,0.6,2,2,code2,1,0.000005,60
2,0.6,2,3,code1,1,0.000008,60
2,0.6,2,3,code2,1,0.000005,60
2,0.6,3,0,code1,2,0.000002,60
2,0.6,3,0,code2,2,0.000006,60
2,0.6,3,1,code1,2,0.000005,60
2,0.6,3,1,code2,2,0.000007,60
2,0.6,3,2,code1,2,0.000002,60
2,0.6,3,2,code2,2,0.000005,60
2,0.6,3,3,code1,2,0.000001,60
2,0.6,3,3,code2,2,0.000005,60
2,0.8,0,0,code1,1,0.000005,60
2,0.8,0,0,code2,1,0.000005,60
2,0.8,0,1,code1,1,0.000004,60
2,0.8,0,1,code2,1,0.000008,60
2,0.8,0,2,code1,1,0.000004,60
2,0.8,0,2,code2,1,0.000006,60
2,0.8,0,3,code1,1,0.000006,60
2,0.8,0,3,code2,1,0.000005,60
2,0.8,1,0,code1,2,0.000001,60
2,0.8,1,0,code2,2,0.000007,60
2,0.8,1,1,code1,2,0.000002,60
2,0.8,1,1,code2,2,0.000005,60
2,0.8,1,2,code1,2,0.000002,60
2,0.8,1,2,code2,2,0.000005,60
2,0.8,1,3,code1,2,0.000002,60
2,0.8,1,3,code2,2,0.000006,60
2,0.8,2,0,code1,1,0.000006,60
2,0.8,2,0,code2,1,0.000005,60
2,0.8,2,1,code1,1,0.000005,60
2,0.8,2,1,code2,1,0.000008,60
2,0.8,2,2,code1,1,0.000005,60
2,0.8,2,2,code2,1,0.000005,60
2,0.8,2,3,code1,1,0.000004,60
2,0.8,2,3,code2,1,0.000009,60
2,0.8,3,0,code1,2,0.000001,60
2,0.8,3,0,code2,2,0.000006,60
2,0.8,3,1,code1,2,0.000002,60
2,0.8,3,1,code2,2,0.000008,60
2,0.8,3,2,code1,2,0.000001,60
2,0.8,3,2,code2,2,0.000006,60
2,0.8,3,3,code1,2,0.000002,60
2,0.8,3,3,code2,2,0.000008,60
30,0.2,0,0,code1,4,0.008784,60
30,0.2,0,0,code2,4,0.007805,60
30,0.2,0,1,code1,4,0.008621,60
30,0.2,0,1,code2,4,0.004355,60
30,0.2,0,2,code1,4,0.002113,60
30,0.2,0,2,code2,4,0.002663,60
30,0.2,0,3,code1,4,0.024501,60
30,0.2,0,3,code2,4,0.021260,60
30,0.2,1,0,code1,4,0.004104,60
30,0.2,1,0,code2,4,0.004010,60
30,0.2,1,1,code1,4,0.004739,60
30,0.2,1,1,code2,4,0.005181,60
30,0.2,1,2,code1,4,0.021332,60
30,0.2,1,2,code2,4,0.017146,60
30,0.2,1,3,code1,4,0.021706,60
30,0.2,1,3,code2,4,0.013606,60
30,0.2,2,0,code1,4,0.010029,60
30,0.2,2,0,code2,4,0.008828,60
30,0.2,2,1,code1,4,0.008393,60
30,0.2,2,1,code2,4,0.007624,60
30,0.2,2,2,code1,4,0.012123,60
30,0.2,2,2,code2,4,0.012323,60
30,0.2,2,3,code1,4,0.198779,60
30,0.2,2,3,code2,4,0.198792,60
30,0.2,3,0,code1,4,0.023468,60
30,0.2,3,0,code2,4,0.023448,60
30,0.2,3,1,code1,4,0.022129,60
30,0.2,3,1,code2,4,0.023936,60
30,0.2,3,2,code1,4,0.003001,60
30,0.2,3,2,code2,4,0.002687,60
30,0.2,3,3,code1,4,0.006402,60
30,0.2,3,3,code2,4,0.006617,60
30,0.4,0,0,code1,6,2.860096,60
30,0.4,0,0,code2,6,2.877558,60
30,0.4,0,1,code1,6,2.872823,60
30,0.4,0,1,code2,6,2.869692,60
30,0.4,0,2,code1,6,0.517345,60
30,0.4,0,2,code2,6,0.533834,60
30,0.4,0,3,code1,6,1.647554,60
30,0.4,0,3,code2,6,1.660559,60
30,0.4,1,0,code1,6,0.413315,60
30,0.4,1,0,code2,6,0.407783,60
30,0.4,1,1,code1,6,0.415312,60
30,0.4,1,1,code2,6,0.407263,60
30,0.4,1,2,code1,6,1.562257,60
30,0.4,1,2,code2,6,1.528191,60
30,0.4,1,3,code1,6,0.229726,60
30,0.4,1,3,code2,6,0.234977,60
30,0.4,2,0,code1,6,4.466199,60
30,0.4,2,0,code2,6,1.038780,60
30,0.4,2,1,code1,6,4.379670,60
30,0.4,2,1,code2,6,1.028322,60
30,0.4,2,2,code1,6,0.315569,60
30,0.4,2,2,code2,6,0.311338,60
30,0.4,2,3,code1,6,4.241919,60
30,0.4,2,3,code2,6,4.219662,60
30,0.4,3,0,code1,6,5.221675,60
30,0.4,3,0,code2,6,5.185945,60
30,0.4,3,1,code1,6,5.261130,60
30,0.4,3,1,code2,6,5.286061,60
30,0.4,3,2,code1,6,0.473245,60
30,0.4,3,2,code2,6,0.466844,60
30,0.4,3,3,code1,6,12.443503,60
30,0.4,3,3,code2,6,12.473682,60
30,0.6,0,0,code1,8,36.811823,60
30,0.6,0,0,code2,8,37.052679,60
30,0.6,0,1,code1,8,36.836973,60
30,0.6,0,1,code2,8,36.347520,60
30,0.6,0,2,code1,8,21.091997,60
30,0.6,0,2,code2,8,21.179762,60
30,0.6,0,3,code1,8,9.481235,60
30,0.6,0,3,code2,8,9.910606,60
30,0.6,1,0,code1,-1,60.000001,60
30,0.6,1,0,code2,-1,60.000001,60
30,0.6,1,1,code1,-1,60.000001,60
30,0.6,1,1,code2,-1,60.000001,60
30,0.6,1,2,code1,-1,60.000001,60
30,0.6,1,2,code2,-1,60.000001,60
30,0.6,1,3,code1,8,16.895111,60
30,0.6,1,3,code2,8,16.950365,60
30,0.6,2,0,code1,8,8.843531,60
30,0.6,2,0,code2,8,9.042078,60
30,0.6,2,1,code1,8,8.849930,60
30,0.6,2,1,code2,8,9.070786,60
30,0.6,2,2,code1,8,54.540097,60
30,0.6,2,2,code2,8,56.228206,60
30,0.6,2,3,code1,8,21.428883,60
30,0.6,2,3,code2,8,21.604986,60
30,0.6,3,0,code1,-1,60.000001,60
30,0.6,3,0,code2,-1,60.000001,60
30,0.6,3,1,code1,-1,60.000001,60
30,0.6,3,1,code2,-1,60.000001,60
30,0.6,3,2,code1,8,19.296303,60
30,0.6,3,2,code2,8,6.489904,60
30,0.6,3,3,code1,-1,60.000001,60
30,0.6,3,3,code2,-1,60.000001,60
30,0.8,0,0,code1,-1,60.000001,60
30,0.8,0,0,code2,-1,60.000001,60
30,0.8,0,1,code1,-1,60.000001,60
30,0.8,0,1,code2,-1,60.000001,60
30,0.8,0,2,code1,-1,60.000001,60
30,0.8,0,2,code2,-1,60.000001,60
30,0.8,0,3,code1,-1,60.000001,60
30,0.8,0,3,code2,-1,60.000001,60
30,0.8,1,0,code1,-1,60.000001,60
30,0.8,1,0,code2,-1,60.000001,60
30,0.8,1,1,code1,-1,60.000001,60
30,0.8,1,1,code2,-1,60.000001,60
30,0.8,1,2,code1,-1,60.000001,60
30,0.8,1,2,code2,-1,60.000001,60
30,0.8,1,3,code1,-1,60.000001,60
30,0.8,1,3,code2,-1,60.000001,60
30,0.8,2,0,code1,-1,60.000001,60
30,0.8,2,0,code2,-1,60.000001,60
30,0.8,2,1,code1,-1,60.000001,60
30,0.8,2,1,code2,-1,60.000001,60
30,0.8,2,2,code1,-1,60.000001,60
30,0.8,2,2,code2,-1,60.000001,60
30,0.8,2,3,code1,-1,60.000001,60
30,0.8,2,3,code2,-1,60.000001,60
30,0.8,3,0,code1,-1,60.000001,60
30,0.8,3,0,code2,-1,60.000001,60
30,0.8,3,1,code1,-1,60.000001,60
30,0.8,3,1,code2,-1,60.000001,60
30,0.8,3,2,code1,-1,60.000001,60
30,0.8,3,2,code2,-1,60.000001,60
30,0.8,3,3,code1,-1,60.000001,60
30,0.8,3,3,code2,-1,60.000001,60
35,0.2,0,0,code1,4,0.041764,60
35,0.2,0,0,code2,4,0.042214,60
35,0.2,0,1,code1,4,0.041402,60
35,0.2,0,1,code2,4,0.040609,60
35,0.2,0,2,code1,4,0.017900,60
35,0.2,0,2,code2,4,0.018376,60
35,0.2,0,3,code1,4,0.617267,60
35,0.2,0,3,code2,4,0.618341,60
35,0.2,1,0,code1,4,0.365313,60
35,0.2,1,0,code2,4,0.368690,60
35,0.2,1,1,code1,4,0.370099,60
35,0.2,1,1,code2,4,0.370753,60
35,0.2,1,2,code1,4,0.011822,60
35,0.2,1,2,code2,4,0.011052,60
35,0.2,1,3,code1,4,5.898998,60
35,0.2,1,3,code2,4,5.912851,60
35,0.2,2,0,code1,4,0.008684,60
35,0.2,2,0,code2,4,0.008352,60
35,0.2,2,1,code1,4,0.012076,60
35,0.2,2,1,code2,4,0.008233,60
35,0.2,2,2,code1,4,0.065747,60
35,0.2,2,2,code2,4,0.063088,60
35,0.2,2,3,code1,4,0.004143,60
35,0.2,2,3,code2,4,0.004135,60
35,0.2,3,0,code1,5,14.376868,60
35,0.2,3,0,code2,5,14.162819,60
35,0.2,3,1,code1,5,14.409014,60
35,0.2,3,1,code2,5,14.388596,60
35,0.2,3,2,code1,5,4.836206,60
35,0.2,3,2,code2,5,4.930511,60
35,0.2,3,3,code1,-1,60.000001,60
35,0.2,3,3,code2,-1,60.000001,60
35,0.4,0,0,code1,6,0.981070,60
35,0.4,0,0,code2,6,0.997809,60
35,0.4,0,1,code1,6,0.998329,60
35,0.4,0,1,code2,6,0.996534,60
35,0.4,0,2,code1,6,15.161606,60
35,0.4,0,2,code2,6,15.311737,60
35,0.4,0,3,code1,6,8.700546,60
35,0.4,0,3,code2,6,8.662888,60
35,0.4,1,0,code1,6,2.967055,60
35,0.4,1,0,code2,6,2.912955,60
35,0.4,1,1,code1,6,2.949840,60
35,0.4,1,1,code2,6,2.956579,60
35,0.4,1,2,code1,6,16.555514,60
35,0.4,1,2,code2,6,16.486552,60
35,0.4,1,3,code1,6,0.081124,60
35,0.4,1,3,code2,6,0.065907,60
35,0.4,2,0,code1,6,10.853394,60
35,0.4,2,0,code2,6,10.541353,60
35,0.4,2,1,code1,6,10.873206,60
35,0.4,2,1,code2,6,10.544138,60
35,0.4,2,2,code1,-1,60.000001,60
35,0.4,2,2,code2,-1,60.000001,60
35,0.4,2,3,code1,6,0.752499,60
35,0.4,2,3,code2,6,0.732647,60
35,0.4,3,0,code1,-1,60.000001,60
35,0.4,3,0,code2,-1,60.000001,60
35,0.4,3,1,code1,-1,60.000001,60
35,0.4,3,1,code2,-1,60.000001,60
35,0.4,3,2,code1,-1,60.000001,60
35,0.4,3,2,code2,-1,60.000001,60
35,0.4,3,3,code1,-1,60.000001,60
35,0.4,3,3,code2,-1,60.000001,60
35,0.6,0,0,code1,-1,60.000001,60
35,0.6,0,0,code2,-1,60.000001,60
35,0.6,0,1,code1,-1,60.000001,60
35,0.6,0,1,code2,-1,60.000001,60
35,0.6,0,2,code1,-1,60.000001,60
35,0.6,0,2,code2,-1,60.000001,60
35,0.6,0,3,code1,-1,60.000001,60
35,0.6,0,3,code2,-1,60.000001,60
35,0.6,1,0,code1,-1,60.000001,60
35,0.6,1,0,code2,-1,60.000001,60
35,0.6,1,1,code1,-1,60.000001,60
35,0.6,1,1,code2,-1,60.000001,60
35,0.6,1,2,code1,-1,60.000001,60
35,0.6,1,2,code2,-1,60.000001,60
35,0.6,1,3,code1,-1,60.000001,60
35,0.6,1,3,code2,-1,60.000001,60
35,0.6,2,0,code1,-1,60.000001,60
35,0.6,2,0,code2,-1,60.000001,60
35,0.6,2,1,code1,-1,60.000001,60
35,0.6,2,1,code2,-1,60.000001,60
35,0.6,2,2,code1,-1,60.000001,60
35,0.6,2,2,code2,-1,60.000001,60
35,0.6,2,3,code1,-1,60.000001,60
35,0.6,2,3,code2,-1,60.000001,60
35,0.6,3,0,code1,-1,60.000001,60
35,0.6,3,0,code2,-1,60.000001,60
35,0.6,3,1,code1,-1,60.000001,60
35,0.6,3,1,code2,-1,60.000001,60
35,0.6,3,2,code1,-1,60.000001,60
35,0.6,3,2,code2,-1,60.000001,60
35,0.6,3,3,code1,-1,60.000001,60
35,0.6,3,3,code2,-1,60.000001,60
35,0.8,0,0,code1,-1,60.000001,60
35,0.8,0,0,code2,-1,60.000001,60
35,0.8,0,1,code1,-1,60.000001,60
35,0.8,0,1,code2,-1,60.000001,60
35,0.8,0,2,code1,-1,60.000001,60
35,0.8,0,2,code2,-1,60.000001,60
35,0.8,0,3,code1,-1,60.000001,60
35,0.8,0,3,code2,-1,60.000001,60
35,0.8,1,0,code1,-1,60.000001,60
35,0.8,1,0,code2,-1,60.000001,60
35,0.8,1,1,code1,-1,60.000001,60
35,0.8,1,1,code2,-1,60.000001,60
35,0.8,1,2,code1,-1,60.000001,60
35,0.8,1,2,code2,-1,60.000001,60
35,0.8,1,3,code1,-1,60.000001,60
35,0.8,1,3,code2,-1,60.000001,60
35,0.8,2,0,code1,-1,60.000001,60
35,0.8,2,0,code2,-1,60.000001,60
35,0.8,2,1,code1,-1,60.000001,60
35,0.8,2,1,code2,-1,60.000001,60
35,0.8,2,2,code1,-1,60.000001,60
35,0.8,2,2,code2,-1,60.000001,60
35,0.8,2,3,code1,-1,60.000001,60
35,0.8,2,3,code2,-1,60.000001,60
35,0.8,3,0,code1,-1,60.000001,60
35,0.8,3,0,code2,-1,60.000001,60
35,0.8,3,1,code1,-1,60.000001,60
35,0.8,3,1,code2,-1,60.000001,60
35,0.8,3,2,code1,-1,60.000001,60
35,0.8,3,2,code2,-1,60.000001,60
35,0.8,3,3,code1,-1,60.000001,60
35,0.8,3,3,code2,-1,60.000001,60
40,0.2,0,0,code1,5,20.381463,60
40,0.2,0,0,code2,5,20.456683,60
40,0.2,0,1,code1,5,20.441270,60
40,0.2,0,1,code2,5,20.388030,60
40,0.2,0,2,code1,5,24.108750,60
40,0.2,0,2,code2,5,24.190577,60
40,0.2,0,3,code1,5,6.186207,60
40,0.2,0,3,code2,5,6.086164,60
40,0.2,1,0,code1,4,0.120889,60
40,0.2,1,0,code2,4,0.123741,60
40,0.2,1,1,code1,4,0.123470,60
40,0.2,1,1,code2,4,0.123940,60
40,0.2,1,2,code1,4,10.509238,60
40,0.2,1,2,code2,4,10.482900,60
40,0.2,1,3,code1,4,1.026254,60
40,0.2,1,3,code2,4,1.007009,60
40,0.2,2,0,code1,4,1.121304,60
40,0.2,2,0,code2,4,1.109694,60
40,0.2,2,1,code1,4,1.114144,60
40,0.2,2,1,code2,4,1.113166,60
40,0.2,2,2,code1,4,8.903507,60
40,0.2,2,2,code2,4,8.398981,60
40,0.2,2,3,code1,4,11.184591,60
40,0.2,2,3,code2,4,11.386708,60
40,0.2,3,0,code1,4,12.051743,60
40,0.2,3,0,code2,4,12.114600,60
40,0.2,3,1,code1,4,12.256342,60
40,0.2,3,1,code2,4,12.251926,60
40,0.2,3,2,code1,4,6.582763,60
40,0.2,3,2,code2,4,6.674572,60
40,0.2,3,3,code1,4,0.275190,60
40,0.2,3,3,code2,4,0.033187,60
40,0.4,0,0,code1,-1,60.000001,60
40,0.4,0,0,code2,-1,60.000001,60
40,0.4,0,1,code1,-1,60.000001,60
40,0.4,0,1,code2,-1,60.000001,60
40,0.4,0,2,code1,-1,60.000001,60
40,0.4,0,2,code2,-1,60.000001,60
40,0.4,0,3,code1,-1,60.000001,60
40,0.4,0,3,code2,-1,60.000001,60
40,0.4,1,0,code1,-1,60.000001,60
40,0.4,1,0,code2,-1,60.000001,60
40,0.4,1,1,code1,-1,60.000001,60
40,0.4,1,1,code2,-1,60.000001,60
40,0.4,1,2,code1,-1,60.000001,60
40,0.4,1,2,code2,-1,60.000001,60
40,0.4,1,3,code1,-1,60.000001,60
40,0.4,1,3,code2,-1,60.000001,60
40,0.4,2,0,code1,-1,60.000001,60
40,0.4,2,0,code2,-1,60.000001,60
40,0.4,2,1,code1,-1,60.000001,60
40,0.4,2,1,code2,-1,60.000001,60
40,0.4,2,2,code1,-1,60.000001,60
40,0.4,2,2,code2,-1,60.000001,60
40,0.4,2,3,code1,-1,60.000001,60
40,0.4,2,3,code2,-1,60.000001,60
40,0.4,3,0,code1,-1,60.000001,60
40,0.4,3,0,code2,-1,60.000001,60
40,0.4,3,1,code1,-1,60.000001,60
40,0.4,3,1,code2,-1,60.000001,60
40,0.4,3,2,code1,-1,60.000001,60
40,0.4,3,2,code2,-1,60.000001,60
40,0.4,3,3,code1,-1,60.000001,60
40,0.4,3,3,code2,-1,60.000001,60
40,0.6,0,0,code1,-1,60.000001,60
40,0.6,0,0,code2,-1,60.000001,60
40,0.6,0,1,code1,-1,60.000001,60
40,0.6,0,1,code2,-1,60.000001,60
40,0.6,0,2,code1,-1,60.000001,60
40,0.6,0,2,code2,-1,60.000001,60
40,0.6,0,3,code1,-1,60.000001,60
40,0.6,0,3,code2,-1,60.000001,60
40,0.6,1,0,code1,-1,60.000001,60
40,0.6,1,0,code2,-1,60.000001,60
40,0.6,1,1,code1,-1,60.000001,60
40,0.6,1,1,code2,-1,60.000001,60
40,0.6,1,2,code1,-1,60.000001,60
40,0.6,1,2,code2,-1,60.000001,60
40,0.6,1,3,code1,-1,60.000001,60
40,0.6,1,3,code2,-1,60.000001,60
40,0.6,2,0,code1,-1,60.000001,60
40,0.6,2,0,code2,-1,60.000001,60
40,0.6,2,1,code1,-1,60.000001,60
40,0.6,2,1,code2,-1,60.000001,60
40,0.6,2,2,code1,-1,60.000001,60
40,0.6,2,2,code2,-1,60.000001,60
40,0.6,2,3,code1,-1,60.000001,60
40,0.6,2,3,code2,-1,60.000001,60
40,0.6,3,0,code1,-1,60.000001,60
40,0.6,3,0,code2,-1,60.000001,60
40,0.6,3,1,code1,-1,60.000001,60
40,0.6,3,1,code2,-1,60.000001,60
40,0.6,3,2,code1,-1,60.000001,60
40,0.6,3,2,code2,-1,60.000001,60
40,0.6,3,3,code1,-1,60.000001,60
40,0.6,3,3,code2,-1,60.000001,60
40,0.8,0,0,code1,-1,60.000001,60
40,0.8,0,0,code2,-1,60.000001,60
40,0.8,0,1,code1,-1,60.000001,60
40,0.8,0,1,code2,-1,60.000001,60
40,0.8,0,2,code1,-1,60.000001,60
40,0.8,0,2,code2,-1,60.000001,60
40,0.8,0,3,code1,-1,60.000001,60
40,0.8,0,3,code2,-1,60.000001,60
40,0.8,1,0,code1,-1,60.000001,60
40,0.8,1,0,code2,-1,60.000001,60
40,0.8,1,1,code1,-1,60.000001,60
40,0.8,1,1,code2,-1,60.000001,60
40,0.8,1,2,code1,-1,60.000001,60
40,0.8,1,2,code2,-1,60.000001,60
40,0.8,1,3,code1,-1,60.000001,60
40,0.8,1,3,code2,-1,60.000001,60
40,0.8,2,0,code1,-1,60.000001,60
40,0.8,2,0,code2,-1,60.000001,60
40,0.8,2,1,code1,-1,60.000001,60
40,0.8,2,1,code2,-1,60.000001,60
40,0.8,2,2,code1,-1,60.000001,60
40,0.8,2,2,code2,-1,60.000001,60
40,0.8,2,3,code1,-1,60.000001,60
40,0.8,2,3,code2,-1,60.000001,60
40,0.8,3,0,code1,-1,60.000001,60
40,0.8,3,0,code2,-1,60.000001,60
40,0.8,3,1,code1,-1,60.000001,60
40,0.8,3,1,code2,-1,60.000001,60
40,0.8,3,2,code1,-1,60.000001,60
40,0.8,3,2,code2,-1,60.000001,60
40,0.8,3,3,code1,-1,60.000001,60
40,0.8,3,3,code2,-1,60.000001,60
45,0.2,0,0,code1,5,44.288533,60
45,0.2,0,0,code2,5,44.382739,60
45,0.2,0,1,code1,5,43.651110,60
45,0.2,0,1,code2,5,44.543169,60
45,0.2,0,2,code1,-1,60.000001,60
45,0.2,0,2,code2,-1,60.000001,60
45,0.2,0,3,code1,5,36.169384,60
45,0.2,0,3,code2,5,36.059386,60
45,0.2,1,0,code1,5,13.733894,60
45,0.2,1,0,code2,5,13.661535,60
45,0.2,1,1,code1,5,13.413532,60
45,0.2,1,1,code2,5,13.454913,60
45,0.2,1,2,code1,-1,60.000001,60
45,0.2,1,2,code2,-1,60.000001,60
45,0.2,1,3,code1,5,30.513809,60
45,0.2,1,3,code2,5,30.464673,60
45,0.2,2,0,code1,-1,60.000001,60
45,0.2,2,0,code2,-1,60.000001,60
45,0.2,2,1,code1,-1,60.000001,60
45,0.2,2,1,code2,-1,60.000001,60
45,0.2,2,2,code1,5,1.545607,60
45,0.2,2,2,code2,5,1.544780,60
45,0.2,2,3,code1,-1,60.000001,60
45,0.2,2,3,code2,-1,60.000001,60
45,0.2,3,0,code1,5,3.729582,60
45,0.2,3,0,code2,5,3.663321,60
45,0.2,3,1,code1,5,3.727638,60
45,0.2,3,1,code2,5,3.754546,60
45,0.2,3,2,code1,5,0.893600,60
45,0.2,3,2,code2,5,0.892023,60
45,0.2,3,3,code1,5,20.950889,60
45,0.2,3,3,code2,5,20.686397,60
45,0.4,0,0,code1,-1,60.000001,60
45,0.4,0,0,code2,-1,60.000001,60
45,0.4,0,1,code1,-1,60.000001,60
45,0.4,0,1,code2,-1,60.000001,60
45,0.4,0,2,code1,-1,60.000001,60
45,0.4,0,2,code2,-1,60.000001,60
45,0.4,0,3,code1,-1,60.000001,60
45,0.4,0,3,code2,-1,60.000001,60
45,0.4,1,0,code1,-1,60.000001,60
45,0.4,1,0,code2,-1,60.000001,60
45,0.4,1,1,code1,-1,60.000001,60
45,0.4,1,1,code2,-1,60.000001,60
45,0.4,1,2,code1,-1,60.000001,60
45,0.4,1,2,code2,-1,60.000001,60
45,0.4,1,3,code1,-1,60.000001,60
45,0.4,1,3,code2,-1,60.000001,60
45,0.4,2,0,code1,-1,60.000001,60
45,0.4,2,0,code2,-1,60.000001,60
45,0.4,2,1,code1,-1,60.000001,60
45,0.4,2,1,code2,-1,60.000001,60
45,0.4,2,2,code1,-1,60.000001,60
45,0.4,2,2,code2,-1,60.000001,60
45,0.4,2,3,code1,-1,60.000001,60
45,0.4,2,3,code2,-1,60.000001,60
45,0.4,3,0,code1,-1,60.000001,60
45,0.4,3,0,code2,-1,60.000001,60
45,0.4,3,1,code1,-1,60.000001,60
45,0.4,3,1,code2,-1,60.000001,60
45,0.4,3,2,code1,-1,60.000001,60
45,0.4,3,2,code2,-1,60.000001,60
45,0.4,3,3,code1,-1,60.000001,60
45,0.4,3,3,code2,-1,60.000001,60
45,0.6,0,0,code1,-1,60.000001,60
45,0.6,0,0,code2,-1,60.000001,60
45,0.6,0,1,code1,-1,60.000001,60
45,0.6,0,1,code2,-1,60.000001,60
45,0.6,0,2,code1,-1,60.000001,60
45,0.6,0,2,code2,-1,60.000001,60
45,0.6,0,3,code1,-1,60.000001,60
45,0.6,0,3,code2,-1,60.000001,60
45,0.6,1,0,code1,-1,60.000001,60
45,0.6,1,0,code2,-1,60.000001,60
45,0.6,1,1,code1,-1,60.000001,60
45,0.6,1,1,code2,-1,60.000001,60
45,0.6,1,2,code1,-1,60.000001,60
45,0.6,1,2,code2,-1,60.000001,60
45,0.6,1,3,code1,-1,60.000001,60
45,0.6,1,3,code2,-1,60.000001,60
45,0.6,2,0,code1,-1,60.000001,60
45,0.6,2,0,code2,-1,60.000001,60
45,0.6,2,1,code1,-1,60.000001,60
45,0.6,2,1,code2,-1,60.000001,60
45,0.6,2,2,code1,-1,60.000001,60
45,0.6,2,2,code2,-1,60.000001,60
45,0.6,2,3,code1,-1,60.000001,60
45,0.6,2,3,code2,-1,60.000001,60
45,0.6,3,0,code1,-1,60.000001,60
45,0.6,3,0,code2,-1,60.000001,60
45,0.6,3,1,code1,-1,60.000001,60
45,0.6,3,1,code2,-1,60.000001,60
45,0.6,3,2,code1,-1,60.000001,60
